name;grep-runtime;grep-result;re-runtime;re-result;pcre2-runtime;pcre2-result;rsaregex-runtime;rsaregex-result;rsaregex-matchtime;notrackrsa-runtime;notrackrsa-result;notrackrsa-matchtime;js-runtime;java-runtime;net-runtime;rsacpp-runtime;rsacpp-result;rsacpp-matchtime
197;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
198;ERR;ERR;0.0;True;0.01;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
199;0.0;False;0.47;False;0.02;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
200;0.01;False;0.0;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
201;0.01;False;1.06;False;0.0;False;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
202;4.08;False;2.01;False;0.01;False;1.71;False;0.14849533100000012;5.33;False;0.18052624999999978;ERR;ERR;ERR;ERR;ERR;ERR
203;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
204;0.01;True;0.0;True;0.01;True;2.92;True;0.20920852199999995;3.62;True;0.33186460900000014;ERR;ERR;ERR;ERR;ERR;ERR
205;0.02;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
206;0.01;False;0.72;False;1.75;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
207;0.01;True;0.01;True;0.01;True;0.29;True;0.0012661010000000195;0.15;True;0.0019932619999999956;ERR;ERR;ERR;ERR;ERR;ERR
208;ERR;ERR;0.0;True;0.01;True;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
209;0.38;False;0.01;False;0.01;False;0.23;False;0.194951161;0.2;False;0.169856114;ERR;ERR;ERR;ERR;ERR;ERR
210;0.01;False;0.02;False;0.01;False;8.81;False;0.3220388999999999;10.0;False;0.4650305020000003;ERR;ERR;ERR;ERR;ERR;ERR
211;ERR;ERR;0.0;False;0.01;False;17.52;False;0.14972915400000097;4.18;False;0.13004585899999999;ERR;ERR;ERR;ERR;ERR;ERR
212;TO;TO;TO;TO;ERR;ERR;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
213;0.04;True;0.0;True;0.01;True;1.41;True;0.21653425800000003;0.64;True;0.3468685;ERR;ERR;ERR;ERR;ERR;ERR
214;0.0;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
215;ERR;ERR;TO;TO;ERR;ERR;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
216;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
217;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
218;0.01;False;0.01;True;0.0;True;14.08;True;0.38648672599999934;20.75;True;0.6561231210000003;ERR;ERR;ERR;ERR;ERR;ERR
219;0.37;True;0.01;True;0.01;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
220;0.0;False;2.61;False;4.51;False;0.44;False;0.367449933;0.36;False;0.32328164600000003;ERR;ERR;ERR;ERR;ERR;ERR
221;0.01;False;0.01;False;0.01;False;1.49;False;5.840799999989876e-05;0.3;False;4.1722999999993515e-05;ERR;ERR;ERR;ERR;ERR;ERR
222;0.0;False;0.0;True;0.01;True;19.47;True;0.2524156459999993;29.97;True;0.4439900690000016;ERR;ERR;ERR;ERR;ERR;ERR
223;ERR;ERR;0.0;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
224;0.02;True;0.01;True;0.0;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
225;ERR;ERR;0.0;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
226;0.02;False;0.0;False;0.0;False;0.03;False;3.601400000000088e-05;0.04;False;3.861800000000415e-05;ERR;ERR;ERR;ERR;ERR;ERR
227;0.01;True;0.01;False;0.0;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
228;0.02;False;0.01;True;0.0;True;6.28;True;0.21704392200000022;9.62;True;0.3808601810000001;ERR;ERR;ERR;ERR;ERR;ERR
229;TO;TO;0.01;True;0.01;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
230;23.83;True;0.01;True;0.01;True;0.34;True;0.29603592;0.66;True;0.569372518;ERR;ERR;ERR;ERR;ERR;ERR
231;ERR;ERR;0.01;True;0.01;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
232;0.01;False;TO;TO;0.0;False;3.27;False;0.16009501199999976;4.02;False;0.3762213280000002;ERR;ERR;ERR;ERR;ERR;ERR
233;0.01;False;26.02;False;37.76;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
234;0.02;False;0.13;False;0.05;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
235;0.01;False;0.01;True;0.01;True;0.33;True;0.031362796000000026;0.31;True;0.11481477799999998;ERR;ERR;ERR;ERR;ERR;ERR
236;0.01;False;0.01;False;0.0;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
237;0.0;False;TO;TO;0.01;False;13.88;False;0.18024065100000008;2.34;False;0.323236128;ERR;ERR;ERR;ERR;ERR;ERR
238;0.01;False;25.59;False;36.03;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
239;0.01;False;0.01;False;0.01;False;13.99;False;0.0002800500000006423;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
240;0.0;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
241;0.02;True;0.01;False;0.01;False;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
242;0.0;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
243;0.01;False;0.07;False;0.04;False;0.44;False;0.305421627;0.34;False;0.273998582;ERR;ERR;ERR;ERR;ERR;ERR
244;TO;TO;TO;TO;ERR;ERR;0.17;False;0.127180127;0.23;False;0.19921431;ERR;ERR;ERR;0.06;False;0.060294533148407936
245;ERR;ERR;TO;TO;4.91;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
246;0.01;False;0.01;False;0.01;False;1.36;False;0.18775765399999989;1.73;False;0.26775147500000007;ERR;ERR;ERR;ERR;ERR;ERR
247;ERR;ERR;0.01;True;0.01;True;0.52;False;0.16262996700000004;1.29;False;0.16294983800000007;ERR;ERR;ERR;ERR;ERR;ERR
248;ERR;ERR;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
249;0.01;False;0.44;False;0.54;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
250;ERR;ERR;0.01;False;0.01;False;0.04;False;4.8733999999994726e-05;0.04;False;2.3525000000003404e-05;ERR;ERR;ERR;ERR;ERR;ERR
251;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
252;0.02;False;3.2;False;4.46;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
253;ERR;ERR;0.0;False;0.01;False;11.09;False;0.002013863000000171;2.74;False;0.001693171999999965;ERR;ERR;ERR;ERR;ERR;ERR
254;ERR;ERR;0.01;True;0.0;True;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
255;0.01;False;0.0;False;0.01;False;2.05;False;0.15306151499999987;0.8;False;0.13859342899999993;ERR;ERR;ERR;ERR;ERR;ERR
256;0.01;True;0.0;True;0.0;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
257;0.16;True;0.01;True;0.01;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
258;ERR;ERR;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
259;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
260;0.0;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
261;0.02;False;0.01;True;0.01;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
262;0.0;False;0.01;False;0.01;False;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
263;ERR;ERR;0.0;True;0.0;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
264;TO;TO;0.0;True;0.01;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
265;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
266;ERR;ERR;0.01;True;0.01;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
267;0.01;False;0.0;False;0.0;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
268;0.02;False;4.85;False;0.01;False;0.29;False;0.06913254799999999;1.55;False;0.13545470800000015;ERR;ERR;ERR;ERR;ERR;ERR
269;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
270;0.01;False;0.0;False;0.01;False;7.72;False;0.09690707700000001;3.12;False;0.09116716199999964;ERR;ERR;ERR;ERR;ERR;ERR
271;0.01;False;0.0;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
272;0.01;False;0.1;False;0.01;False;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
273;0.0;False;0.02;False;0.02;False;10.03;False;0.19028829400000014;13.03;False;0.19199687699999934;ERR;ERR;ERR;ERR;ERR;ERR
274;0.01;False;0.01;True;0.01;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
275;0.01;False;0.0;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
276;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
277;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
278;0.01;False;0.0;True;0.01;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
279;0.02;False;0.0;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
280;0.01;False;0.01;False;0.0;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
281;0.0;False;0.44;False;1.03;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
282;0.02;False;0.0;False;0.01;False;18.9;False;0.09785643300000046;45.7;False;0.13165773799999414;ERR;ERR;ERR;ERR;ERR;ERR
283;ERR;ERR;0.01;True;0.01;True;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
284;0.01;False;0.01;False;0.0;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
285;0.0;False;TO;TO;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
286;ERR;ERR;TO;TO;0.0;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
287;ERR;ERR;0.0;False;0.01;False;1.69;False;0.18131164899999996;1.25;False;0.1565450839999999;ERR;ERR;ERR;ERR;ERR;ERR
288;32.61;True;0.0;True;0.0;True;1.83;True;0.41710631600000014;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
289;ERR;ERR;0.0;True;0.01;True;0.18;True;0.14036653;0.51;True;0.462748636;ERR;ERR;ERR;ERR;ERR;ERR
290;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
291;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
292;0.01;False;0.01;False;0.0;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
293;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
294;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
295;0.01;False;0.01;False;0.01;False;0.15;False;0.101538369;0.12;False;0.084851121;ERR;ERR;ERR;ERR;ERR;ERR
296;0.01;False;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
297;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
298;0.02;False;0.0;True;0.01;True;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
299;0.01;True;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
300;0.01;True;0.01;True;0.01;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
301;0.01;False;0.01;False;0.0;False;2.79;False;0.19457112100000007;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
302;0.01;False;0.01;False;0.0;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
303;TO;TO;TO;TO;4.7;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
304;0.01;False;TO;TO;ERR;ERR;0.23;False;0.173106762;0.21;False;0.168856403;ERR;ERR;ERR;ERR;ERR;ERR
305;0.15;True;0.01;True;0.01;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
306;TO;TO;0.0;True;0.01;True;3.37;True;1.536837804;8.74;True;5.927695871;ERR;ERR;ERR;ERR;ERR;ERR
307;0.01;False;0.0;False;0.01;False;2.08;False;0.06358531200000006;0.86;False;0.06615835400000003;ERR;ERR;ERR;ERR;ERR;ERR
308;0.01;False;TO;TO;0.01;False;0.72;False;0.0005410319999999968;5.76;False;0.0009225250000000074;ERR;ERR;ERR;ERR;ERR;ERR
309;0.01;False;0.01;True;0.01;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
310;0.01;False;0.0;False;0.0;False;1.65;False;0.20269983199999997;1.95;False;0.27385193100000005;ERR;ERR;ERR;ERR;ERR;ERR
311;0.11;True;0.01;True;0.01;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
312;0.0;False;0.86;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
313;0.01;False;0.01;False;0.0;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
314;0.22;True;0.01;True;0.01;True;0.06;True;0.027202451000000002;0.06;True;0.043654324999999994;ERR;ERR;ERR;ERR;ERR;ERR
315;1.73;True;0.01;True;0.01;True;0.23;True;0.121767943;0.96;True;0.19499713099999993;ERR;ERR;ERR;ERR;ERR;ERR
316;0.01;False;40.46;False;2.56;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
317;0.01;False;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
318;0.01;False;58.05;True;0.47;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
319;0.01;False;58.87;True;0.64;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
320;3.27;True;0.0;True;0.01;True;2.95;True;0.5072866569999999;78.29;True;1.6312656200000077;ERR;ERR;ERR;ERR;ERR;ERR
321;0.01;False;0.01;True;0.01;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
322;0.02;False;0.0;True;0.01;True;0.13;True;0.054263969999999995;2.17;True;1.010935615;ERR;ERR;ERR;ERR;ERR;ERR
323;0.02;False;0.01;True;0.0;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
324;0.02;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
325;0.01;True;0.01;True;0.01;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
326;ERR;ERR;0.01;False;0.01;False;2.79;False;0.2253215179999999;2.75;False;0.2906470720000003;ERR;ERR;ERR;ERR;ERR;ERR
327;0.01;False;0.01;False;0.01;False;0.19;False;9.51120000000083e-05;0.07;False;6.418699999999333e-05;ERR;ERR;ERR;ERR;ERR;ERR
328;0.01;False;0.0;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
329;0.0;False;0.01;False;0.0;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
330;0.02;False;0.0;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
331;0.0;False;0.0;True;0.0;True;1.34;True;0.33834588599999993;2.54;True;0.6416594109999998;ERR;ERR;ERR;ERR;ERR;ERR
332;0.01;False;0.01;False;0.01;False;0.78;False;0.12922853199999995;13.18;False;0.13245292200000058;ERR;ERR;ERR;ERR;ERR;ERR
333;0.01;False;TO;TO;0.02;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
334;0.0;False;11.24;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
335;0.01;True;0.01;True;0.01;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
336;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
337;0.01;False;0.01;False;0.01;False;0.46;False;0.05615325600000004;0.96;False;0.05535058100000001;ERR;ERR;ERR;ERR;ERR;ERR
338;ERR;ERR;0.01;True;0.01;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
339;0.02;False;0.0;True;0.01;True;4.64;True;0.265757362;7.68;True;0.5468727859999998;ERR;ERR;ERR;ERR;ERR;ERR
340;0.01;False;0.14;False;0.01;False;0.71;False;0.09144164399999999;0.39;False;0.11432360999999999;ERR;ERR;ERR;ERR;ERR;ERR
341;0.01;False;0.93;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
342;ERR;ERR;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
343;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
344;0.01;False;0.42;False;0.01;False;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
345;0.01;False;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
346;0.84;True;0.01;True;0.0;True;0.4;True;0.325734297;0.33;True;0.288646639;ERR;ERR;ERR;ERR;ERR;ERR
347;0.01;False;0.01;False;0.0;False;0.63;False;0.07024782200000002;1.38;False;0.06659476900000016;ERR;ERR;ERR;ERR;ERR;ERR
348;0.02;False;0.0;False;0.0;False;5.26;False;0.16106411799999965;89.0;False;0.19441626799999767;ERR;ERR;ERR;ERR;ERR;ERR
349;ERR;ERR;0.01;True;0.01;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
350;0.01;False;0.01;False;0.01;False;0.06;False;2.6680000000001147e-05;0.05;False;2.6669999999999472e-05;ERR;ERR;ERR;ERR;ERR;ERR
351;ERR;ERR;0.0;False;0.01;False;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
352;0.01;False;0.01;False;0.01;False;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
353;0.01;False;0.09;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
354;0.01;True;0.01;True;0.0;True;0.55;True;0.14364687399999998;58.85;True;4.048342482999999;ERR;ERR;ERR;ERR;ERR;ERR
355;10.92;True;0.01;True;0.01;True;0.88;True;0.456607068;4.04;True;2.3018670520000004;ERR;ERR;ERR;ERR;ERR;ERR
356;ERR;ERR;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
357;0.0;False;0.0;False;0.01;False;43.38;False;0.8712469019999958;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
358;0.01;False;5.22;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
359;0.02;True;0.01;True;0.01;True;0.8;True;0.08941613400000004;1.43;True;0.32870581799999987;ERR;ERR;ERR;ERR;ERR;ERR
360;0.01;False;0.01;False;0.01;False;8.02;False;0.2780264379999995;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
361;0.02;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
362;0.0;False;0.74;False;0.08;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
363;0.02;False;0.06;False;0.4;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
364;0.01;False;0.01;True;0.01;True;19.23;True;0.2948437900000016;11.9;True;0.5501132690000006;ERR;ERR;ERR;ERR;ERR;ERR
365;ERR;ERR;0.01;True;0.01;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
366;0.01;False;0.0;True;0.01;True;7.06;True;0.3033131830000002;9.54;True;0.5851353789999996;ERR;ERR;ERR;ERR;ERR;ERR
367;0.01;False;0.69;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
368;0.0;False;48.55;False;2.51;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
369;0.01;False;0.0;False;0.01;False;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
370;0.0;False;0.01;True;0.01;True;9.33;True;0.21768298199999947;15.68;True;0.3956240320000006;ERR;ERR;ERR;ERR;ERR;ERR
371;ERR;ERR;0.0;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
372;0.01;False;0.01;True;0.01;True;6.62;True;0.20651106400000074;10.78;True;0.3947565289999986;ERR;ERR;ERR;ERR;ERR;ERR
373;0.0;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
374;0.01;False;0.01;False;0.01;False;0.75;False;0.21509412599999994;0.3;False;0.18928926299999999;ERR;ERR;ERR;ERR;ERR;ERR
375;0.01;False;0.01;False;0.0;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
376;ERR;ERR;0.0;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
377;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
378;0.12;True;0.01;True;0.01;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
379;ERR;ERR;0.01;True;0.01;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
380;0.02;False;0.01;False;0.01;False;83.82;False;0.24233191999999804;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
381;0.48;True;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
382;0.01;False;0.0;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
383;0.01;False;0.01;False;0.01;False;0.36;False;0.25174418899999995;0.49;False;0.221219741;ERR;ERR;ERR;ERR;ERR;ERR
384;87.26;True;0.01;True;0.01;True;0.5;True;0.45965006399999997;0.46;True;0.43185158;ERR;ERR;ERR;ERR;ERR;ERR
385;0.01;False;0.69;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
386;5.39;False;TO;TO;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
387;0.01;False;0.0;True;0.01;True;32.66;True;0.2499095639999993;55.77;True;0.41722382200000396;ERR;ERR;ERR;ERR;ERR;ERR
388;0.01;False;0.11;False;0.38;False;0.61;False;0.17980524800000003;0.66;False;0.215473747;ERR;ERR;ERR;ERR;ERR;ERR
389;ERR;ERR;0.01;False;0.01;False;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
390;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
391;16.64;True;0.01;True;0.01;True;0.2;True;0.177265586;0.18;True;0.154561967;ERR;ERR;ERR;ERR;ERR;ERR
392;0.0;True;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
393;0.01;False;0.01;False;0.0;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
394;0.01;False;0.05;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
395;0.01;False;0.01;True;0.0;True;3.83;True;0.29078835299999994;2.65;True;0.3690769639999998;ERR;ERR;ERR;ERR;ERR;ERR
